order id,order date,customer segment,gender,product category,product subcategory,units sold,product name,unit price,discount %,shipping mode,city,state,country,payment mode,customer id,status
641,2022-01-13,Small Business,Female,Food - Meat,Poultry,6,Whole Chicken,12.99,1.99,Express,Kauswagan,,Philippines,Credit Card,CUS0288,Completed
642,2024-01-23,Small Business,Female,Food - Beverages,Drink Mixes,2,Raspberry Lemonade Mix,3.99,3.96,Same Day,Hrádek,,Czech Republic,EMI,CUS0735,Canceled
643,2023-07-23,Corporate,Male,Food - Bakery,Gluten-Free Treats,26,Almond Flour Cookies,4.99,9.84,Same Day,Rio Largo,,Brazil,UPI,CUS0955,Completed
644,2022-04-10,Small Business,Male,Food - Cereals,Granola,26,Raisin Cinnamon Granola,3.79,2.31,Express,Bromma,Stockholm,Sweden,UPI,CUS0745,Canceled
645,2022-12-30,Small Business,Male,Food - Snacks,Healthy Snacks,6,Organic Brown Rice Cakes,3.99,12.92,Standard,Young,,Uruguay,Debit Card,CUS0856,Completed
646,2024-06-21,Small Business,Female,Kitchen,Cooking Tools & Utensils,8,Instant Read Meat Thermometer,24.99,3.69,Same Day,Baini,,China,UPI,CUS0349,Canceled
647,2023-01-31,Small Business,Female,Home,Air Quality & Purification,10,Smart Air Purifier,199.99,11.91,Express,Brvenica,,Macedonia,Debit Card,CUS0926,Returned
648,2025-07-07,Corporate,Female,Food - Snacks,Sweet Snacks,29,Peach Fruit Cups,1.99,21.28,Standard,Lalagsan,,Philippines,Debit Card,CUS0395,Returned
649,2025-07-11,Small Business,Male,Food - Soups,Vegetarian Soups,9,Leek and Potato Soup,3.29,17.89,Express,Mosina,,Poland,COD,CUS0360 CUS0361,Completed
650,2023-01-20,Small Business,Male,Food - Beverages,Coffee,11,Cold Brew Coffee Concentrate,7.99,2.46,Express,Laiyuan,,China,Debit Card,CUS0242,Returned
651,2024-04-07,Corporate,Female,Food - Dried Fruits,Dried Fruits,12,Californian Raisins,3.19,22.24,Standard,Al Bayḑā’,,Libya,Wallet,CUS0885,Completed
652,2024-03-20,Consumer,Female,Art Supplies,Painting Kits,19,Paint By Numbers Kit,24.99,10.26,Same Day,Linshi,,China,Credit Card,CUS0349,Returned
653,2024-02-10,Enterprise,Male,Food - Frozen,Frozen Vegetables,9,Frozen Broccoli,2.49,12.84,Express,Novoselë,,Albania,Wallet,CUS0556,Completed
654,2024-03-12,Corporate,Female,Kitchen,Small Appliances,9,Electric Fondue Pot,39.99,16.6,Same Day,Novoaltaysk,,Russia,COD,CUS0999,Completed
655,2022-09-01,Enterprise,Female,Travel,Luggage and Bags,5,Overnight Duffle Bag,34.99,22.97,Express,Carepa,,Colombia,UPI,CUS0027,Returned
656,2022-07-08,Corporate,Female,Food - Snacks,Savory Snacks,25,Honey Mustard Pretzel Bites,3.99,16.43,Express,Obesi,,Indonesia,Wallet,CUS0017,Canceled
657,2023-02-05,Corporate,Male,Food - Baking,Baking Ingredients,29,Cocoa Powder,3.99,20.04,Same Day,Cabinteely,,Ireland,Credit Card,CUS0357,Canceled
658,2022-02-07,Enterprise,Male,Toys,Creative Arts & Crafts,6,Kids' Art Supplies Kit,29.99,19.44,Express,Serra,,Brazil,Wallet,CUS0918,Completed
659,2022-12-26,Corporate,Agender,Food - Snacks,Savory Snacks,24,Savory Snack Mix,4.49,22.13,Express,Sviblovo,,Russia,UPI,CUS0135,Canceled
660,2024-06-07,Enterprise,Female,Accessories,Tech Accessories,20,Wireless Earbud Silicone Covers,9.99,4.98,Same Day,Dul’durga,,Russia,UPI,CUS0955,Completed
661,2024-08-01,Corporate,Female,Electronics,Computer Accessories,11,Wireless Keyboard and Mouse Combo,34.99,3.5,Standard,Pākpattan,,Pakistan,Wallet,CUS0025,Completed
662,2024-02-03,Consumer,Male,Office,Lighting,6,LED Desk Lamp with USB Charging Port,29.99,1.84,Same Day,Setúbal,Setúbal,Portugal,COD,CUS0674,Returned
663,2024-06-24,Corporate,Male,Food - Frozen Foods,Frozen Desserts,12,Ice Cream,5.99,2.76,Standard,Krajenka,,Poland,EMI,CUS0136,Completed
664,2024-02-26,Corporate,Female,Food - Spices & Seasonings,Seasoning Mixes,20,Chili Con Carne Mix,2.99,6.21,Same Day,Mercedes,,Costa Rica,Credit Card,CUS0444,Completed
665,2024-07-29,Consumer,Female,Fitness,Hydration Gear,16,Self-Cleaning Water Bottle,49.99,26.92,Express,Sidi Yahia el Gharb,,Morocco,Credit Card,CUS0075,Returned
666,2023-05-11,Small Business,Female,Home,Decorative Wall Art & Accessories,30,Self-Adhesive Wallpaper,34.99,25.42,Standard,Ginatilan,,Philippines,Credit Card,CUS0460 CUS0461,Canceled
667,2025-02-18,Consumer,Female,Food - Snacks,Sweet Snacks,18,Honey Graham Crackers,3.29,26.55,Standard,Lengkong,,Indonesia,EMI,CUS0457,Returned
668,2025-08-28,Corporate,Female,Kitchen,Food Storage Solutions,24,Silicone Stretch Lids,14.99,3.25,Same Day,Barbosa,,Colombia,Debit Card,CUS0320 CUS0321,Completed
669,2023-10-24,Small Business,Female,Food - Sauces,Asian Sauces,11,Vegetable Stir-Fry Sauce,3.49,2.26,Same Day,Erdao,,China,Debit Card,CUS0105,Canceled
670,2023-05-11,Enterprise,Male,Food - Salads,Gourmet Salads,4,Pear and Gorgonzola Salad,5.49,16.79,Same Day,Jieshan,,China,Credit Card,CUS0289,Completed
671,2023-07-08,Consumer,Male,Home,Lighting & Lamps,24,Decorative LED Neon Sign,45.99,22.26,Express,Quisao,,Philippines,EMI,CUS0219,Completed
672,2022-04-20,Consumer,Female,Food - Condiments,Nut Butters,22,Peanut Butter,3.79,8.17,Same Day,Delareyville,,South Africa,UPI,CUS0036,Completed
673,2022-12-22,Small Business,Agender,Clothing - Shirts,Dress Shirts,30,Classic Slim Fit Shirt,49.99,9.63,Same Day,Moravský Krumlov,,Czech Republic,Wallet,CUS0396,Completed
674,2022-05-19,Enterprise,Non-binary,Clothing - Loungewear,Sleepwear,11,Cotton Pajama Set,49.99,29.81,Same Day,Nova Olímpia,,Brazil,Debit Card,CUS0953,Completed
675,2024-10-15,Consumer,Female,Kitchen,Barware,19,Electric Wine Opener,29.99,2.91,Same Day,Oum Hadjer,,Chad,Debit Card,CUS0178,Completed
676,2023-01-29,Corporate,Female,Food - Marinades,Marinades,18,Caribbean Jerk Marinade,3.79,12.03,Standard,Cúa,,Venezuela,Debit Card,CUS0550   CUS0551,Completed
677,2025-06-09,Enterprise,Female,Kitchen,Cooking Appliances,5,Electric Stir Fry Pan,49.99,14.16,Same Day,Insua,Viana do Castelo,Portugal,Credit Card,CUS0163,Completed
678,2025-06-12,Consumer,Female,Kitchen,Small Appliances,15,Compact Electric Kettle,29.99,24.92,Standard,Pesqueira,,Brazil,Wallet,CUS0986,Completed
679,2025-08-13,Corporate,Polygender,Food - Snacks,Savory Snacks,18,Pepperoni Pizza Rolls,6.99,28.94,Same Day,Cintawana,,Indonesia,EMI,CUS0560   CUS0561,Canceled
680,2022-02-25,Small Business,Male,Clothing - Dresses,Casual Dresses,15,Maxi Wrap Dress,49.99,22.46,Same Day,Sukonolo Krajan,,Indonesia,COD,CUS0535,Completed
681,2023-07-29,Enterprise,Male,Kitchen,Kitchen Accessories,14,Stainless Steel Straws,12.99,25.82,Express,Kostakioí,,Greece,Credit Card,CUS0277,Returned
682,2023-02-07,Enterprise,Female,Food - Vegetables,Vegetables,3,Marinated Artichokes,3.79,17.8,Express,Arraial do Cabo,,Brazil,COD,CUS0044,Completed
683,2022-01-27,Small Business,Male,Home,Decorative Wall Art & Accessories,9,3D Night Light,19.99,28.65,Same Day,Dimitrovgrad,,Serbia,Wallet,CUS0078,Completed
684,2022-10-04,Corporate,Male,Food - Salads,Noodle Salads,15,Asian Noodle Salad Kit,4.99,17.24,Express,Kibondo,,Tanzania,Debit Card,CUS0828,Returned
685,2023-02-02,Corporate,Male,Clothing - Bottoms,Bottoms,2,Cotton Sweatpants,29.99,26.96,Express,Muleng,,China,Debit Card,CUS0643,Completed
686,2023-05-15,Corporate,Female,Kitchen,Cookware,18,Electric Hot Pot,49.99,2.91,Standard,Czarna Dąbrówka,,Poland,Wallet,CUS0353,Canceled
687,2024-08-15,Consumer,Male,Audio,Sleep Aids,11,Bluetooth Sleep Headphones,29.99,23.52,Express,Mników,,Poland,Wallet,CUS0445,Completed
688,2022-09-09,Consumer,Male,Kitchen,Coffee Accessories,23,Tea Infuser,12.99,6.74,Same Day,Anna Regina,,Guyana,UPI,CUS0639,Canceled
689,2024-06-27,Small Business,Female,Food - Frozen Foods,Frozen Fruit Smoothies,21,Nordic Berry Smoothie,3.99,28.03,Same Day,Akhfennir,,Morocco,Wallet,CUS0837,Canceled
690,2025-05-11,Corporate,Male,Accessories,Wine Accessories,13,Insulated Wine Tote,24.99,21.92,Express,Laon,Picardie,France,Wallet,CUS0976,Returned
691,2023-09-21,Corporate,Female,Food - Condiments,Flavored Butters,2,Roasted Garlic Butter,3.29,5.44,Express,Bollnäs,Gävleborg,Sweden,UPI,CUS0403,Canceled
692,2022-04-03,Consumer,Male,Outdoor,Outdoor Accessories,8,Outdoor Portable Fire Pit,149.99,8.82,Standard,Daming,,China,Wallet,CUS0270 CUS0271,Completed
693,2025-02-11,Corporate,Polygender,Food - Baking & Cooking,Seasonings & Mixes,7,Falafel Mix,2.79,14.04,Same Day,Bang Sai,,Thailand,COD,CUS0832,Completed
694,2023-12-15,Consumer,Male,Outdoor,Outdoor Accessories,2,Magnetic Screen Door,24.99,18.86,Standard,Hane,,Indonesia,UPI,CUS0858,Completed
695,2024-10-17,Small Business,Male,Food - Deli,Wraps/Rolls,27,Spinach Feta Wraps,4.29,8.98,Same Day,Concepción de Ataco,,El Salvador,EMI,CUS0300 CUS0301,Completed
696,2024-09-17,Enterprise,Male,Clothing - Coats,Outerwear - Faux Fur,15,Faux Fur Coat,129.99,8.81,Same Day,Loma Bonita,Mexico,Mexico,Debit Card,CUS0353,Completed
697,2022-04-20,Small Business,Female,Automotive,Automotive Tools,6,Car Diagnostic Scanner,49.99,24.0,Express,Copa,,Peru,Wallet,CUS0696,Completed
698,2025-05-30,Enterprise,Female,Food - Meat,Processed Meats,11,Andouille Sausage,5.49,4.91,Express,Sinarwangi,,Indonesia,EMI,CUS0153,Completed
699,2023-10-09,Consumer,Male,Home,Decorative Wall Art & Accessories,29,Cushion Covers,35.0,26.98,Express,Lachowice,,Poland,Debit Card,CUS0782,Completed
700,2022-04-20,Consumer,Male,Food - Condiments,Hot Sauces,4,Sriracha Chili Sauce,2.79,10.98,Express,Wailiang,,Indonesia,EMI,CUS0570   CUS0571,Completed
701,2025-08-19,Corporate,Male,Food - Condiments,Hot Sauces,15,Sriracha Hot Chili Sauce,2.99,3.56,Same Day,Xuling,,China,Debit Card,CUS0299,Completed
702,2025-04-03,Small Business,Female,Food - Snacks,Savory Snacks,26,Oven-Baked Cheese Crisps,3.99,2.8,Same Day,Saint-Quentin-en-Yvelines,Île-de-France,France,UPI,CUS0880   CUS0881,Returned
703,2022-10-14,Consumer,Female,Kitchen,Small Appliances,28,Electric Kettle,39.99,18.73,Same Day,Niort,Poitou-Charentes,France,EMI,CUS0678,Canceled
704,2024-12-08,Consumer,Female,Food - Baking,Baking Ingredients,16,Coconut Flakes,3.29,7.82,Express,Vohibinany,,Madagascar,Credit Card,CUS0495,Completed
705,2024-03-23,Enterprise,Female,Kitchen,Small Appliances,4,Personal Blender,39.99,5.58,Standard,Vigo,,Philippines,EMI,CUS0142,Completed
706,2025-04-25,Enterprise,Male,Smart Home,Home Accessories,26,Wireless Smart Plug,19.99,22.78,Same Day,Poshnje,,Albania,Debit Card,CUS0454,Completed
707,2023-07-20,Enterprise,Male,Food - Condiments,Herbal Butters,15,Herb Garlic Butter,3.99,24.03,Same Day,Ayabaca,,Peru,UPI,CUS0942,Canceled
708,2023-10-31,Consumer,Female,Electronics,Drones & Accessories,22,Drone,249.99,14.25,Standard,Olofström,Blekinge,Sweden,Debit Card,CUS0498,Completed
709,2023-03-01,Small Business,Male,Food - Frozen Meals,Frozen Appetizers,14,Mini Meatballs,5.99,14.9,Express,Teykovo,,Russia,Wallet,CUS0650   CUS0651,Completed
710,2022-07-04,Enterprise,Male,Outdoor,Camping Equipment,17,Outdoor Picnic Blanket,34.99,24.74,Express,Suizhong,,China,COD,CUS0705,Returned
711,2024-03-27,Small Business,Genderfluid,Food - Freezer,Frozen Snacks,9,Buffalo Cauliflower Bites,6.29,10.39,Standard,Mathba,,Bangladesh,EMI,CUS0183,Completed
712,2023-08-15,Small Business,Male,Pets,Pet Waste Management,1,Dog Waste Bag Dispenser,6.99,7.84,Same Day,Kortowo,,Poland,EMI,CUS0414,Completed
713,2025-05-09,Corporate,Male,Kitchen,Small Appliances,28,Electric Knife,39.99,4.75,Same Day,Arcos,Viseu,Portugal,Debit Card,CUS0103,Completed
714,2024-12-23,Consumer,Female,Food - Beverages,Juice,6,Fruit Medley Juice,3.49,8.38,Express,Bergen,Hordaland,Norway,Debit Card,CUS0648,Returned
715,2023-06-03,Enterprise,Female,Home,Wine Storage Solutions,1,Wall-Mounted Wine Rack,39.99,21.02,Same Day,Santa Maria Oliveira,Braga,Portugal,Credit Card,CUS0484,Canceled
716,2023-07-31,Consumer,Polygender,Health,Wellness & Relaxation,7,Foot Massager,79.99,8.51,Same Day,Dniprovka,,Ukraine,COD,CUS0066,Completed
717,2023-03-26,Small Business,Female,Accessories,Watches,22,Classic Watch,99.99,28.83,Standard,Magaria,,Niger,Debit Card,CUS0207,Completed
718,2023-07-14,Consumer,Female,Food - Cereal,Granola,27,Granola Clusters,4.99,10.44,Express,Namyangju,,South Korea,UPI,CUS0932,Completed
719,2024-10-28,Corporate,Female,Food - Dips,Spicy Dips,10,Buffalo Chicken Dip,5.99,14.56,Standard,Hamburg,Hamburg,Germany,Debit Card,CUS0517,Completed
720,2022-02-19,Consumer,Female,Food - Snacks,Tortilla Chips,19,Blue Corn Tortilla Chips,3.49,12.62,Express,Buniaga,,Indonesia,Wallet,CUS0785,Canceled
721,2023-11-30,Enterprise,Female,Outdoor,Camping Equipment,10,Overnight Hiking Backpack,79.99,8.19,Same Day,Companhia de Baixo,Ilha do Pico,Portugal,Credit Card,CUS0726,Completed
722,2024-11-22,Small Business,Female,Home,Air Quality & Purification,24,Bamboo Charcoal Air Purifier Bags,12.99,20.25,Same Day,Starý Bohumín,,Czech Republic,Debit Card,CUS0858,Completed
723,2022-06-13,Enterprise,Female,Food - Condiments,Fruit Spreads,28,Blackberry Compote,5.29,7.74,Same Day,Rassvet,,Russia,EMI,CUS0750   CUS0751,Completed
724,2024-07-13,Small Business,Male,Gaming,Gaming Accessories,3,Wireless Gaming Mouse,39.99,13.08,Same Day,Solomenskoye,,Russia,Credit Card,CUS0163,Completed
725,2022-03-20,Enterprise,Male,Food - Frozen Foods,Frozen Vegan Meals,10,Organic Black Bean Burger,4.49,24.17,Standard,Zinder,,Niger,COD,CUS0116,Canceled
726,2023-05-19,Consumer,Female,Food - Breakfast,Granola/Cereal,16,Maple Pecan Granola,4.49,17.89,Standard,Samut Prakan,,Thailand,EMI,CUS0343,Canceled
727,2022-07-31,Small Business,Female,Pets,Grooming Supplies,2,Pet Hair Vacuum Attachment,14.99,4.55,Standard,Fanzhen,,China,Wallet,CUS0039,Completed
728,2022-05-21,Small Business,Female,Kitchen,Small Appliances,23,Ice Cream Maker,79.99,23.52,Express,Zelenokumsk,,Russia,EMI,CUS0154,Returned
729,2024-12-15,Enterprise,Female,Pets,Pet Supplies,7,Pet Water Fountain,39.99,6.24,Same Day,Taverny,Île-de-France,France,UPI,CUS0333,Completed
730,2023-01-09,Enterprise,Female,Pets,Pet Hydration Supplies,9,Pet Water Bottle,18.99,22.91,Standard,Catujal,Lisboa,Portugal,Wallet,CUS0300 CUS0301,Completed
731,2025-07-11,Enterprise,Male,Food - Snacks,Healthy Snacks,18,Fruit and Nut Bars,1.99,6.85,Same Day,Santo Tomas,,Philippines,EMI,CUS0308,Completed
732,2022-01-24,Corporate,Male,Food - Meal Kits,Italian Cuisine Meal Kits,17,Spaghetti and Meatball Dinner Kit,7.99,19.83,Express,Huyuan,,China,Debit Card,CUS0517,Canceled
733,2023-11-20,Consumer,Male,Food - Frozen Desserts,Asian Desserts,5,Mango Sticky Rice Dessert,4.5,4.45,Express,Catriel,,Argentina,Debit Card,CUS0309,Completed
734,2024-04-03,Corporate,Female,Health,Pain Relief & Therapy,7,Electric Heating Pad,20.99,5.59,Standard,Brusque,,Brazil,COD,CUS0378,Canceled
735,2025-05-15,Consumer,Male,Food - Condiments,Mustards,28,Craft Beer Mustard,3.99,10.48,Same Day,Živinice,,Bosnia and Herzegovina,COD,CUS0185,Completed
736,2025-04-01,Enterprise,Female,Food - Snacks,Dips and Spreads,28,Creamy Avocado Dip,3.49,22.55,Express,Batang,,Indonesia,Wallet,CUS0439,Completed
737,2024-03-07,Consumer,Male,Food - Vegetable,Vegetable Snacks,20,Chilli Lime Corn on the Cob,1.99,15.3,Same Day,Shpola,,Ukraine,Debit Card,CUS0925,Returned
738,2022-07-27,Small Business,Male,Food - Baking,Mixes,7,Almond Flour Brownies,5.99,29.47,Express,Cândido Mota,,Brazil,Debit Card,CUS0101,Returned
739,2025-06-28,Small Business,Male,Kitchen,Cooking Appliances,5,Pasta Maker Machine,59.99,20.91,Express,San Miguel,,Philippines,Wallet,CUS0279,Completed
740,2022-06-30,Consumer,Female,Kitchen,Cooking Tools & Utensils,10,Digital Meat Thermometer,24.99,3.57,Standard,Tallahassee,Florida,United States,EMI,CUS0888,Completed
741,2023-11-27,Corporate,Male,Food - Baking,Baking Ingredients,19,Sooji (Semolina),1.99,22.46,Same Day,Gandusari,,Indonesia,Debit Card,CUS0375,Completed
742,2022-08-17,Corporate,Female,Food - Cooking Oils,Cooking Oils,14,Coconut Oil Spray,4.99,28.05,Express,Kolambugan,,Philippines,COD,CUS0600   CUS0601,Completed
743,2022-07-10,Consumer,Female,Clothing - Footwear,Women's Footwear,8,Slingback Sandals,29.99,3.83,Standard,Independencia,Mexico,Mexico,EMI,CUS0015,Canceled
744,2022-01-08,Consumer,Male,Travel,Travel Accessories,21,Travel Shoe Bags Set,15.99,6.73,Express,Arfará,,Greece,EMI,CUS0956,Completed
745,2022-08-22,Corporate,Female,Baby,Feeding Accessories,22,Multifunctional Baby Bottle Warmer,39.99,29.59,Same Day,Chernomorets,,Bulgaria,Credit Card,CUS0295,Completed
746,2022-03-02,Consumer,Bigender,Home,Home Fragrance & Accessories,16,Scented Candle Set,24.99,14.73,Express,Kuafeu,,Indonesia,Credit Card,CUS0702,Canceled
747,2022-08-07,Corporate,Male,Food - Condiments,Plant-Based Condiments,11,Vegan Mayonnaise,4.49,11.01,Same Day,Petrokamenskoye,,Russia,COD,CUS0836,Completed
748,2025-06-21,Small Business,Male,Food - Oils & Vinegars,Oils,21,Lemon Zest Olive Oil,8.99,16.69,Same Day,Hetian,,China,Credit Card,CUS0424,Returned
749,2023-01-29,Consumer,Male,Food - Condiments,Marinades and Sauces,21,Italian Herb Balsamic Marinade,3.99,19.89,Express,Ust’-Abakan,,Russia,Debit Card,CUS0752,Canceled
750,2022-04-12,Small Business,Male,Food - Condiments,Marinades and Sauces,20,Zesty Garlic Marinade,4.49,22.44,Same Day,Nzérékoré,,Guinea,UPI,CUS0605,Completed
751,2025-08-13,Consumer,Polygender,Food - Prepared Foods,Salads,15,Chicken Salad Kit,5.99,23.64,Standard,Kebonan,,Indonesia,EMI,CUS0126,Returned
752,2025-08-29,Small Business,Male,Food - Bakery,Savory Snacks,12,Italian Breadsticks,2.49,28.2,Standard,Krasnokamsk,,Russia,UPI,CUS0046,Completed
753,2024-03-22,Small Business,Male,Food - Snacks,Chocolate Snacks,19,Dark Chocolate Covered Raisins,3.99,10.67,Standard,Podhum,,Croatia,Debit Card,CUS0406,Completed
754,2022-10-20,Corporate,Female,Food - Bakery,Bagels,21,Classic Bagels,2.99,6.36,Same Day,North Vancouver,British Columbia,Canada,COD,CUS0206,Canceled
755,2023-04-09,Consumer,Male,Clothing - Activewear,Sports Apparel,20,Athletic Compression Tights,39.99,8.72,Standard,Miguelópolis,,Brazil,EMI,CUS0254,Completed
756,2023-02-14,Enterprise,Genderqueer,Food - Frozen Foods,Frozen Entrees,1,Fried Rice,4.29,5.22,Express,Oslomej,,Macedonia,UPI,CUS0476,Returned
757,2024-11-19,Small Business,Non-binary,Food - Produce,Root Vegetables,17,Sweet Potatoes,0.89,22.64,Express,San Agustin,Jalisco,Mexico,Debit Card,CUS0953,Completed
758,2023-05-19,Enterprise,Female,Electronics,Cleaning Supplies,22,Screen Cleaning Kit,15.99,3.65,Express,General Alvear,,Argentina,Debit Card,CUS0200,Completed
759,2022-05-20,Enterprise,Male,Food - Grains,Flavored Quinoa,11,Lemon Herb Quinoa,3.49,15.82,Same Day,Ekibastuz,,Kazakhstan,Debit Card,CUS0265,Canceled
760,2022-08-28,Enterprise,Female,Art Supplies,Markers & Pens,27,Watercolor Brush Pens,19.99,22.92,Same Day,Narbonne,Languedoc-Roussillon,France,COD,CUS0962,Completed
761,2025-03-10,Consumer,Male,Photography,Tripods & Accessories,2,Smartphone Tripod,29.99,24.64,Express,Rizal,,Philippines,COD,CUS0067,Completed
762,2025-04-03,Enterprise,Female,Crafts,Candle & Soap Making Supplies,6,DIY Candle Making Kit,22.99,19.03,Standard,Kalianget,,Indonesia,Credit Card,CUS0019,Completed
763,2022-09-09,Small Business,Male,Pets,Travel Accessories,13,Pet Travel Backpack Carrier,49.99,17.19,Express,Choco,,Peru,COD,CUS0829,Completed
764,2023-10-26,Corporate,Female,Food - Vegetables,Salads,4,Cabbage Slaw Mix,2.29,24.45,Same Day,Paripiranga,,Brazil,COD,CUS0846,Returned
765,2025-03-29,Enterprise,Agender,Kitchen,Kitchen Accessories,16,Stainless Steel Straws,12.99,25.74,Standard,Eskilstuna,Södermanland,Sweden,Wallet,CUS0550   CUS0551,Canceled
766,2024-02-21,Enterprise,Male,Health,Medical Devices,25,Infrared Thermometer,39.99,2.15,Express,Ljusdal,Gävleborg,Sweden,COD,CUS0840   CUS0841,Completed
767,2024-09-07,Enterprise,Female,Food - Frozen Foods,Frozen Appetizers,1,Vegetable Spring Rolls,6.49,1.99,Standard,Gocoton,,Philippines,UPI,CUS0032,Returned
768,2025-05-14,Corporate,Male,Kitchen,Baking Accessories,7,Non-Stick Baking Sheet,18.99,25.42,Express,Al Jamālīyah,,Egypt,Wallet,CUS0550   CUS0551,Returned
769,2025-01-15,Enterprise,Male,Food - Snacks,Healthy Snacks,23,BBQ Lentil Chips,3.49,7.63,Same Day,Malakhovka,,Russia,UPI,CUS0572,Completed
770,2022-09-09,Enterprise,Female,Food - Snacks,Healthy Snacks,25,Veggie Chips Variety Pack,3.79,28.62,Express,Calilegua,,Argentina,Credit Card,CUS0118,Canceled
771,2024-08-15,Consumer,Female,Kitchen,Small Appliances,23,Electric Pressure Cooker,89.99,13.73,Standard,Moycullen,,Ireland,EMI,CUS0430 CUS0431,Completed
772,2023-04-02,Consumer,Female,Food - Condiments,Salsas & Dips,14,Salsa,3.49,26.17,Standard,Batubantar,,Indonesia,EMI,CUS0447,Returned
773,2023-05-02,Consumer,Non-binary,Food - Breakfast Foods,Granola and Muesli,4,Almond Coconut Granola,3.99,26.6,Same Day,Lecherías,,Venezuela,Debit Card,CUS0570   CUS0571,Completed
774,2022-04-27,Enterprise,Male,Food - Frozen Foods,Frozen Vegan Meals,28,Vegan Tacos,7.49,27.4,Express,Chengji,,China,EMI,CUS0279,Completed
775,2023-12-20,Corporate,Male,Food - Cheese,Specialty Cheeses,18,Buffalo Stilton Cheese,8.99,24.5,Same Day,Gävle,Gävleborg,Sweden,COD,CUS0423,Completed
776,2023-08-20,Consumer,Male,Music,Accessories,25,Guitar Tuner,19.99,14.86,Same Day,Enschede,Provincie Overijssel,Netherlands,UPI,CUS0478,Completed
777,2025-07-11,Consumer,Female,Food - Salads,Grain Salads,10,Mediterranean Couscous Salad,5.49,20.17,Same Day,Emnambithi-Ladysmith,,South Africa,Debit Card,CUS0773,Completed
778,2024-10-31,Small Business,Non-binary,Health,Oral Care & Hygiene,23,Cordless Water Flosser,49.99,26.36,Same Day,Nelipyno,,Ukraine,EMI,CUS0837,Completed
779,2025-08-27,Consumer,Female,Food - Frozen,Frozen Snacks,4,Popcorn Chicken,6.49,6.79,Express,Oslo,Oslo,Norway,Debit Card,CUS0923,Completed
780,2023-03-13,Consumer,Female,Home,Home Organization,22,Mesh Laundry Bags Set,12.99,9.25,Standard,Bardo,,Poland,UPI,CUS0504,Returned
781,2024-05-27,Consumer,Female,Food - Frozen,Frozen Snacks,11,Strawberry Banana Smoothie Pack,4.99,3.4,Express,Wukou,,China,Credit Card,CUS0474,Returned
782,2023-03-05,Consumer,Female,Food - Grains,Whole Grains,27,Oats,3.29,10.51,Express,Hongshanzui,,China,COD,CUS0354,Completed
783,2025-07-17,Consumer,Male,Food - Salads,Gourmet Salads,24,Pear and Gorgonzola Salad,5.49,16.2,Same Day,Baishi,,China,Wallet,CUS0053,Returned
784,2025-07-16,Enterprise,Female,Outdoor,Garden Supplies,30,Outdoor Mosquito Repellent Lantern,34.99,19.63,Standard,Chillia,,Peru,EMI,CUS0053,Completed
785,2023-07-17,Consumer,Male,Food - Snacks,Sweet Snacks,24,Dried Fruit Medley,5.49,24.44,Same Day,Citalahab,,Indonesia,EMI,CUS0523,Completed
786,2022-10-05,Small Business,Male,Electronics,Portable Power Solutions,12,Solar Power Bank,39.99,26.49,Same Day,Pingshui,,China,Credit Card,CUS0143,Completed
787,2025-08-14,Consumer,Bigender,Office,Organizational Tools,13,Wall Planner,19.99,21.78,Express,Habo,Jönköping,Sweden,Debit Card,CUS0176,Canceled
788,2022-03-09,Enterprise,Male,Outdoor,Outdoor Accessories,7,Telescope,159.99,27.03,Standard,Kempele,,Finland,Debit Card,CUS0598,Canceled
789,2023-12-08,Consumer,Male,Garden,Garden Decor,17,Set of Herb Garden Markers,8.99,29.4,Same Day,Wilfrido Loor Moreira,,Ecuador,Wallet,CUS0835,Returned
790,2023-10-09,Enterprise,Genderqueer,Gaming,Gaming Accessories,17,Wireless Game Controller,39.99,20.11,Same Day,Jabłoń,,Poland,EMI,CUS0796,Canceled
791,2022-04-11,Small Business,Male,Outdoor,Outdoor Furniture,22,Portable Hammock Swing,59.99,6.53,Express,Oni,,Indonesia,Debit Card,CUS0502,Completed
792,2024-10-06,Consumer,Non-binary,Food - Confectionery,Chewy Candies,13,Caramel Apple Taffy,1.99,15.72,Express,Jieshou,,China,Debit Card,CUS0470 CUS0471,Completed
793,2024-02-14,Small Business,Female,Food - Condiments,Plant-Based Condiments,15,Vegan Mayonnaise,4.49,8.07,Same Day,Sekondi-Takoradi,,Ghana,Credit Card,CUS0085,Completed
794,2025-01-04,Enterprise,Female,Food - Breakfast,Granola/Cereal,18,Maple Pecan Granola,4.49,3.69,Standard,Guixi,,China,UPI,CUS0135,Completed
795,2025-08-12,Corporate,Female,Food - Snacks,Nut-Based Snacks,6,Peanut Butter Pretzel Bites,4.19,11.35,Same Day,Kuidou,,China,Debit Card,CUS0782,Completed
796,2024-05-22,Enterprise,Female,Health,Wellness & Relaxation,13,Foot Massager,79.99,22.82,Same Day,Thới Bình,,Vietnam,Debit Card,CUS0617,Canceled
797,2024-11-12,Consumer,Female,Food - Produce,Vegetable Snacks,5,Carrot Sticks,2.49,22.72,Standard,Balud,,Philippines,Wallet,CUS0292,Returned
798,2022-08-30,Corporate,Female,Food - Condiments,Pickles,30,Cucumber Relish,3.39,7.24,Standard,Zwierzyniec,,Poland,COD,CUS0604,Completed
